"form","state","region","female","age","class","OCCUPATION1","OCCUPATION2","OCCUPATION3","black","size","education","AGE_3WAY","AGE40","OCC8","prof","REGION4","EDU_RECODE","VOTE_PRO","VOTE_RETRO","PHONE_RECODE","CAR_RECODE","ballot","Q1","Q2","Q3","Q4A","Q4B","Q4C","Q5A","Q5B","farm","SIZE3","urban","StPOAbrv","SOUTH11","SOUTH11xBLACK","SOUTH12","SOUTH12xBLACK","south","SOUTHxBLACK","year","WtPubFeas","WtVotFeas"
,"Indiana","East Central","Male","25-34 yrs","or","Unemployed",,,"White","Urban",,,,"Unemployed","Not Professional","Midwest",,"fdr","fdr",,"No car",53,"Yes",,"Yes",,,"Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","in","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"Illinois","East Central","Male","25-34 yrs","or","Unskilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"Car",53,,,"Yes","Roosevelt",,"Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","il","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"Indiana","East Central","Male","35-44 yrs","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,,"Yes","Yes",,,"Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","in","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"Ohio","East Central","Male","35-44 yrs","P or P+","Skilled workers",,,"Black","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"Car",53,"No","Yes","Yes","Roosevelt","Roosevelt","Don't read a paper","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","oh","Non-South","Non-South Black","Non-South","Non-South Black","Non-South","Non-South Black",1936,1.33839167359001,0.579634005535984
,"Indiana","East Central","Male","35-44 yrs",,"Skilled workers",,,"White","Farm",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,"No","Yes","Yes","Roosevelt","Roosevelt","Neither","Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","in","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.629758549722236,0.683247398850138
,"Indiana","East Central","Male","35-44 yrs","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,"No","Yes","Yes","Roosevelt",,"Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","in","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"Ohio","East Central","Male","35-44 yrs","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"Car",53,"No","Yes","Yes",,,,"Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","oh","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"Ohio","East Central","Male","25-34 yrs","P or P+","Skilled workers",,,"Black","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"Car",53,"No",,"Yes",,,"Don't read a paper","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","oh","Non-South","Non-South Black","Non-South","Non-South Black","Non-South","Non-South Black",1936,1.33839167359001,0.579634005535984
,"Indiana","East Central","Male","25-34 yrs","or","Unemployed",,,"White","Urban",,,,"Unemployed","Not Professional","Midwest",,"fdr","fdr",,"No car",53,"No","No","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","in","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"Ohio","East Central","Male","25-34 yrs","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,"No","Yes","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","oh","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"Illinois","East Central","Male","35-44 yrs","or","Unskilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,,"Yes","Yes","Roosevelt",,"Don't read a paper","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","il","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"Illinois","East Central","Male","35-44 yrs","or","Unskilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","il","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"Indiana","East Central","Female","35-44 yrs","or","Unskilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,"Yes","No","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","in","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,1.00529750696792,1.29685398102236
,"Illinois","East Central","Female","35-44 yrs","P or P+","Unskilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,"Yes","Yes","Yes",,,"Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","il","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,1.00529750696792,1.29685398102236
,"Illinois","East Central","Female","35-44 yrs","P or P+","Other and None",,,"White","Urban",,,,"Other","Not Professional","Midwest",,"fdr","fdr",,"Car",53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Neither","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","il","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,1.00529750696792,1.29685398102236
,"Ohio","East Central","Female","25-34 yrs","P or P+","Other and None",,,"White","Urban",,,,"Other","Not Professional","Midwest",,"fdr","fdr",,"No car",53,,"Yes","Yes","Roosevelt",,"Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","oh","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,1.00529750696792,1.29685398102236
,"Michigan","East Central","Female","45-54 yrs","P or P+","Other and None",,,"White","Urban",,,,"Other","Not Professional","Midwest",,"fdr","fdr",,"Car",53,,"Yes","Yes",,,,"Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","mi","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,1.00529750696792,1.29685398102236
,"Ohio","East Central","Female","45-54 yrs","or","Other and None",,,"White","Urban",,,,"Other","Not Professional","Midwest",,"fdr","fdr",,"No car",53,,"No","Yes","Roosevelt","Roosevelt","Neither","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","oh","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,1.00529750696792,1.29685398102236
,"Indiana","East Central","Female","45-54 yrs","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,,"Yes","Yes","Roosevelt",,"Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","in","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,1.00529750696792,1.29685398102236
,"Illinois","East Central","Male","35-44 yrs","P or P+","Unskilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,"Yes","Yes","Yes","Roosevelt","Landon","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","il","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"Indiana","East Central","Male","35-44 yrs",,"Skilled workers",,,"White","Farm",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"Car",53,"Yes","Yes","Yes",,,"Don't read a paper","Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","in","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.629758549722236,0.683247398850138
,"Indiana","East Central","Male","35-44 yrs",,"Skilled workers",,,"White","Farm",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"Car",53,"Yes","No","Yes","Roosevelt","Roosevelt","Neither","Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","in","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.629758549722236,0.683247398850138
,"Illinois","East Central","Male","35-44 yrs",,"Skilled workers",,,"White","Farm",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"Car",53,"Yes","Yes","Yes",,,,"Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","il","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.629758549722236,0.683247398850138
,"Illinois","East Central","Male","35-44 yrs","or","Unskilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","il","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"Ohio","East Central","Male","45-54 yrs","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,,"Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","oh","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"Illinois","East Central","Male","55 yrs and over","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"Car",53,"No","Yes","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","il","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"Illinois","East Central","Male","55 yrs and over",,"Skilled workers",,,"White","Farm",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,"No","Yes","Yes","Roosevelt",,"Landon","Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","il","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.629758549722236,0.683247398850138
,"Ohio","East Central","Male","45-54 yrs","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Neither","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","oh","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"Missouri","West Central","Male","35-44 yrs","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","mo","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"Nebraska","West Central","Male","35-44 yrs","or","Unskilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ne","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"Iowa","West Central","Male","35-44 yrs",,"Skilled workers",,,"White","Farm",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"Car",53,,"Yes","Yes","Roosevelt","Landon","Neither","Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","ia","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.629758549722236,0.683247398850138
,"Iowa","West Central","Male","35-44 yrs","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Neither","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ia","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"South Dakota","West Central","Male","35-44 yrs","or","Unskilled workers",,,"White","Small town",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,,"Yes","Yes","Roosevelt","Roosevelt","Neither","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Rural Non-Farm","Non-Urban","sd","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,1.31997438297921,1.53816367494089
,"Minnesota","West Central","Male","35-44 yrs","or","Unskilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,,"Yes","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","mn","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"North Dakota","West Central","Male","35-44 yrs","or","Skilled workers",,,"White","Small town",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Rural Non-Farm","Non-Urban","nd","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,1.31997438297921,1.53816367494089
,"Iowa","West Central","Male","35-44 yrs","or","Other and None",,,"White","Small town",,,,"Other","Not Professional","Midwest",,"fdr","fdr",,"Car",53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Rural Non-Farm","Non-Urban","ia","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,1.31997438297921,1.53816367494089
,"Missouri","West Central","Male","35-44 yrs",,"Skilled workers",,,"White","Farm",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"Car",53,,"Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","mo","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.629758549722236,0.683247398850138
,"Minnesota","West Central","Male","35-44 yrs","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,,"Yes","Yes","Roosevelt","Roosevelt","Don't read a paper","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","mn","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"Kansas","West Central","Female","35-44 yrs","or","Unskilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"Landon","Did not vote",,"No car",53,"No","No","No","Roosevelt","Landon","Roosevelt","Landon","No","Non-Farm","Urban","Urban","ks","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,1.00529750696792,1.29685398102236
,"Kansas","West Central","Male","45-54 yrs","P or P+","Unskilled workers",,,"Black","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","Did not vote",,"No car",53,"Yes","Yes",,"Roosevelt",,"Landon","Roosevelt","No","Non-Farm","Urban","Urban","ks","Non-South","Non-South Black","Non-South","Non-South Black","Non-South","Non-South Black",1936,1.33839167359001,0.579634005535984
,"New York","Middle Atlantic","Male","21-24 yrs",,"Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Northeast",,"Landon","Did not vote",,"Car",53,"Yes","Yes",,"Roosevelt","Roosevelt",,"Landon","No, too young to vote","Non-Farm","Urban","Urban","ny","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.425908428241295,0.479531630338573
,"Kansas","West Central","Male","21-24 yrs",,"Other and None",,,"White","Urban",,,,"Other","Not Professional","Midwest",,"Landon","Did not vote",,"No car",53,"No","Yes",,"Landon","Landon","Neither","Landon","No, too young to vote","Non-Farm","Urban","Urban","ks","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"New York","Middle Atlantic","Male","35-44 yrs","P or P+","Professiol",,,"White","Urban",,,,"Professional","Professional","Northeast",,"fdr","Hoover",,"Car",53,"No","Yes",,"Roosevelt","Roosevelt",,"Roosevelt","Yes, voted for Hoover","Non-Farm","Urban","Urban","ny","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,2.66919719859397,2.82324169851122
,"Kansas","West Central","Male","25-34 yrs","or","Unskilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"Landon","fdr",,"No car",53,,,,"Roosevelt","Landon","Neither","Landon","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ks","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"Minnesota","West Central","Male","35-44 yrs",,"Skilled workers",,,"White","Farm",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"Car",53,,,,,,,"Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","mn","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.629758549722236,0.683247398850138
,"Minnesota","West Central","Female","25-34 yrs","or","Other and None",,,"White","Small town",,,,"Other","Not Professional","Midwest",,"fdr","fdr",,"No car",53,,,,,,,"Roosevelt","Yes, voted for Roosevelt","Non-Farm","Rural Non-Farm","Non-Urban","mn","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,7.47066436222582,8.42781280362293
,"Minnesota","West Central","Male","25-34 yrs",,"Skilled workers",,,"White","Farm",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,,,,,,,"Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","mn","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.629758549722236,0.683247398850138
,"Minnesota","West Central","Male","45-54 yrs",,"Skilled workers",,,"White","Farm",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"Car",53,,,,,,,"Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","mn","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.629758549722236,0.683247398850138
,"Minnesota","West Central","Male","21-24 yrs",,"Unskilled workers",,,"White","Small town",,,,"Labor","Not Professional","Midwest",,"Landon","Did not vote",,"No car",53,,,,,,,"Landon","No, too young to vote","Non-Farm","Rural Non-Farm","Non-Urban","mn","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,1.31997438297921,1.53816367494089
,"Minnesota","West Central","Male","21-24 yrs",,"Unskilled workers",,,"White","Small town",,,,"Labor","Not Professional","Midwest",,"Landon","Did not vote",,"Car",53,,,,,,,"Landon","No, too young to vote","Non-Farm","Rural Non-Farm","Non-Urban","mn","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,1.31997438297921,1.53816367494089
,"Ohio","East Central","Male","21-24 yrs",,"Other and None",,,"White","Urban",,,,"Other","Not Professional","Midwest",,"Landon","Did not vote",,"Car",53,,,,,,,"Landon","No, too young to vote","Non-Farm","Urban","Urban","oh","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"Ohio","East Central","Male","21-24 yrs",,"Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"Landon","Did not vote",,"Car",53,,,,,,,"Landon","No, too young to vote","Non-Farm","Urban","Urban","oh","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"Kansas","West Central","Male","21-24 yrs",,"Other and None",,,"White","Urban",,,,"Other","Not Professional","Midwest",,"Landon","Did not vote",,"Car",53,"No","No","Yes","Landon","Landon","Roosevelt","Landon","No, too young to vote","Non-Farm","Urban","Urban","ks","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"New York","Middle Atlantic","Male","25-34 yrs","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Northeast",,"Landon","Did not vote",,"Car",53,"Yes","Yes","Yes","Landon","Roosevelt","Don't read a paper","Landon","No","Non-Farm","Urban","Urban","ny","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.425908428241295,0.479531630338573
,"New York","Middle Atlantic","Male","35-44 yrs","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Northeast",,"fdr","Did not vote",,"Car",53,,,"Yes","Roosevelt","Roosevelt","Neither","Roosevelt","No","Non-Farm","Urban","Urban","ny","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.425908428241295,0.479531630338573
,"New York","Middle Atlantic","Male","55 yrs and over","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Northeast",,"fdr","Did not vote",,"Car",53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","No","Non-Farm","Urban","Urban","ny","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.425908428241295,0.479531630338573
,"New York","Middle Atlantic","Female","45-54 yrs","P or P+","Other and None",,,"Black","Urban",,,,"Other","Not Professional","Northeast",,"Landon","Hoover",,"No car",53,,"Yes","Yes","Roosevelt",,"Don't read a paper","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","ny","Non-South","Non-South Black","Non-South","Non-South Black","Non-South","Non-South Black",1936,6.9993763687442,2.38821965827651
,"New York","Middle Atlantic","Male","55 yrs and over","or","Unskilled workers",,,"White","Urban",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,"No car",53,"Yes","Yes","Yes","Roosevelt","Roosevelt",,"Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ny","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.425908428241295,0.479531630338573
,"New York","Middle Atlantic","Male","45-54 yrs","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,"Car",53,"No","Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ny","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.425908428241295,0.479531630338573
,"New York","Middle Atlantic","Male","21-24 yrs",,"Other and None",,,"White","Urban",,,,"Other","Not Professional","Northeast",,"fdr","Did not vote",,"No car",53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","No, too young to vote","Non-Farm","Urban","Urban","ny","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.425908428241295,0.479531630338573
,"New York","Middle Atlantic","Female","35-44 yrs","P or P+","Other and None",,,"Black","Urban",,,,"Other","Not Professional","Northeast",,"fdr","fdr",,"Car",53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ny","Non-South","Non-South Black","Non-South","Non-South Black","Non-South","Non-South Black",1936,6.9993763687442,2.38821965827651
,"New York","Middle Atlantic","Male","35-44 yrs","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Northeast",,"fdr","Other",,"No car",53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Thomas","Non-Farm","Urban","Urban","ny","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.425908428241295,0.479531630338573
,"Kansas","West Central","Male",,"or","Unskilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"Landon","fdr",,"Car",53,"Yes","Yes","Yes","Landon","Landon","Don't read a paper","Landon","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ks","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"New York","Middle Atlantic","Male","25-34 yrs","P or P+","Skilled workers",,,"Black","Urban",,,,"Labor","Not Professional","Northeast",,"Landon","fdr",,"Car",53,"No","Yes","Yes","Roosevelt","Roosevelt","Landon","Landon","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ny","Non-South","Non-South Black","Non-South","Non-South Black","Non-South","Non-South Black",1936,1.84976076936148,0.72211053391533
,"New York","Middle Atlantic","Male","35-44 yrs","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,"No car",53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ny","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.425908428241295,0.479531630338573
,"Kansas","West Central","Male",,"P or P+","Unskilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,"No","Yes","Yes","Roosevelt","Roosevelt","Don't read a paper","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ks","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"Kansas","West Central","Male","45-54 yrs","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,"Yes","No","Yes","Roosevelt","Roosevelt","Neither","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ks","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"New York","Middle Atlantic","Male","21-24 yrs",,"Other and None",,,"White","Urban",,,,"Other","Not Professional","Northeast",,"Landon","Did not vote",,"Car",53,"Yes","Yes","Yes","Roosevelt","Roosevelt",,"Landon","No, too young to vote","Non-Farm","Urban","Urban","ny","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.425908428241295,0.479531630338573
,"New York","Middle Atlantic","Male","21-24 yrs",,"Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Northeast",,"Landon","Did not vote",,"No car",53,,"Yes","Yes","Roosevelt","Roosevelt",,"Landon","No, too young to vote","Non-Farm","Urban","Urban","ny","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.425908428241295,0.479531630338573
,"Minnesota","West Central","Male","35-44 yrs",,"Skilled workers",,,"White","Farm",,,,"Labor","Not Professional","Midwest",,"Landon","Hoover",,"Car",53,,,,,,,"Landon","Yes, voted for Hoover","Farm","Farm","Non-Urban","mn","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.629758549722236,0.683247398850138
,"Minnesota","West Central","Male","45-54 yrs","P or P+","Skilled workers",,,"White","Small town",,,,"Labor","Not Professional","Midwest",,"Landon","Hoover",,"Car",53,,,,,,,"Landon","Yes, voted for Hoover","Non-Farm","Rural Non-Farm","Non-Urban","mn","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,1.31997438297921,1.53816367494089
